prioridade_ml_hibrida;score_hibrido;probabilidade_ml;score;valor_ponderado_hibrido;prioridade;valor_ponderado;valor_potencial;id_oportunidade;etapa;vendedor;gerente;regional;conta;setor;produto;idade_dias;justificativa;riscos_principais;proxima_acao
C - Nutrir / validar;50,3;0,35860285056590385;62,1;276,65;B - Trabalhar nesta semana;341,55;550;OP-05534;Em negociação;Sofia Ishikawa;Eduardo Macedo;Centro;Granito Comunicação Ltda.;varejo;Solução Atlas Essencial;144,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-01638;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-01390;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-03490;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-02106;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-01246;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-02550;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-03316;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-05661;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-06981;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-06193;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-07293;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-07110;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-08010;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-07964;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-00365;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-06462;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-05104;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-07061;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-02716;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-05058;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-06615;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-04819;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-05892;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-07545;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-03421;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,3;0,5664206747211883;45,1;27,66;D - Baixa prioridade;24,8;55;OP-02546;Prospecção;Mariana Lima;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,2;0,35107595407768166;62,5;13437,54;B - Trabalhar nesta semana;16730,0;26768;OP-01435;Em negociação;Amanda Azevedo;Caio Galvão;Oeste;Essência Tecnologia Ltda.;telecomunicações;Plataforma Delta 500;201,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,2;0,3477564836871913;62,8;2420,14;B - Trabalhar nesta semana;3027,59;4821;OP-01112;Em negociação;Rafael Ferreira;Gustavo Ferreira;Oeste;Orion Participações Ltda.;varejo;Solução Atlas Profissional;338,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,2;0,34880513284306164;62,7;2420,14;B - Trabalhar nesta semana;3022,77;4821;OP-00923;Em negociação;Amanda Azevedo;Caio Galvão;Oeste;Xingu Comercial Ltda.;saúde;Solução Atlas Profissional;229,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,2;0,36655127981999386;61,2;550,19;B - Trabalhar nesta semana;670,75;1096;OP-01745;Em negociação;Otávio Pinto;Eduardo Macedo;Centro;Cristal Tecnologia Ltda.;financeiro;Solução Atlas Plus Essencial;163,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,2;0,4509290783290746;54,3;27,61;C - Nutrir / validar;29,86;55;OP-06802;Prospecção;Helena Menezes;Eduardo Macedo;Centro;Novaterra Telecom Ltda.;tecnologia;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: ainda sem data de engajamento";Nutrir com cadência leve e buscar novo sinal de intenção antes de aumentar o esforço comercial.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-02547;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-05101;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-06264;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-06026;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-01648;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-01739;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-00543;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-07528;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-04953;Prospecção;Isabela Farias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-02930;Prospecção;Caio Dias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-01358;Prospecção;Caio Dias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-01319;Prospecção;Caio Dias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-03707;Prospecção;Caio Dias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,5447788095308514;46,6;2746,48;D - Baixa prioridade;2554,61;5482;OP-03027;Prospecção;Caio Dias;Eduardo Macedo;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,1;0,34623286906462486;62,8;2415,32;B - Trabalhar nesta semana;3027,59;4821;OP-06127;Em negociação;Henrique Borges;Fernanda Almeida;Leste;Nexa Telecom Ltda.;saúde;Solução Atlas Profissional;176,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,1;0,3505071721749762;62,5;2415,32;B - Trabalhar nesta semana;3013,12;4821;OP-05017;Em negociação;Larissa Santos;Caio Galvão;Oeste;Orion Participações Ltda.;varejo;Solução Atlas Profissional;376,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,1;0,3490129126831022;62,5;1699,89;B - Trabalhar nesta semana;2120,62;3393;OP-03417;Em negociação;Larissa Santos;Caio Galvão;Oeste;Montana Varejo Ltda.;varejo;Módulo Horizonte Avançado;208,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,1;0,3611512258628298;61,5;27,56;B - Trabalhar nesta semana;33,83;55;OP-02725;Em negociação;Fernanda Valente;Débora Santos;Centro;União Indústria Ltda.;varejo;Módulo Horizonte Especial;163,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,1;0,36628778032621234;61,2;27,56;B - Trabalhar nesta semana;33,66;55;OP-03300;Em negociação;Bruno Duarte;Fernanda Almeida;Leste;União Indústria Ltda.;varejo;Módulo Horizonte Especial;306,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,0;0,3491417796286202;62,4;13384,0;B - Trabalhar nesta semana;16703,23;26768;OP-07028;Em negociação;Amanda Azevedo;Caio Galvão;Oeste;Gênesis Indústria Ltda.;financeiro;Plataforma Delta 500;321,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,0;0,5409235164988284;46,6;2741,0;D - Baixa prioridade;2554,61;5482;OP-00102;Prospecção;Ana Almeida;Débora Santos;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,0;0,5409235164988284;46,6;2741,0;D - Baixa prioridade;2554,61;5482;OP-04145;Prospecção;Ana Almeida;Débora Santos;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,0;0,5409235164988284;46,6;2741,0;D - Baixa prioridade;2554,61;5482;OP-01603;Prospecção;Ana Almeida;Débora Santos;Centro;;;Solução Atlas Plus Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;50,0;0,3477564836871913;62,5;2410,5;B - Trabalhar nesta semana;3013,12;4821;OP-08101;Em negociação;Eduarda Nogueira;Fernanda Almeida;Leste;Horizonte Saúde Ltda.;varejo;Solução Atlas Profissional;276,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,0;0,3523418778544749;62,1;1696,5;B - Trabalhar nesta semana;2107,05;3393;OP-01305;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Diamante Financeira Ltda.;varejo;Módulo Horizonte Avançado;247,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,0;0,3523418778544749;62,1;1696,5;B - Trabalhar nesta semana;2107,05;3393;OP-03560;Em negociação;Henrique Borges;Fernanda Almeida;Leste;Lótus Soluções Ltda.;varejo;Módulo Horizonte Avançado;197,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,0;0,3523418778544749;62,1;1696,5;B - Trabalhar nesta semana;2107,05;3393;OP-02075;Em negociação;Caio Dias;Eduardo Macedo;Centro;Urbana Telecom Ltda.;varejo;Módulo Horizonte Avançado;143,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,0;0,3528077384633494;62,0;275,0;B - Trabalhar nesta semana;341,0;550;OP-00802;Em negociação;Bruno Duarte;Fernanda Almeida;Leste;União Indústria Ltda.;varejo;Solução Atlas Essencial;168,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;50,0;0,3550375156532311;61,9;275,0;B - Trabalhar nesta semana;340,45;550;OP-06222;Em negociação;Ana Almeida;Débora Santos;Centro;Latitude Serviços Ltda.;varejo;Solução Atlas Essencial;157,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,9;0,3454247653584302;62,4;546,9;B - Trabalhar nesta semana;683,9;1096;OP-06958;Em negociação;Mariana Lima;Débora Santos;Centro;União Indústria Ltda.;varejo;Solução Atlas Plus Essencial;162,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,9;0,5524472450414195;45,5;274,45;D - Baixa prioridade;250,25;550;OP-06588;Prospecção;Felipe Queiroz;Débora Santos;Centro;;;Solução Atlas Essencial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,9;0,363948744714052;61,0;27,44;B - Trabalhar nesta semana;33,55;55;OP-03496;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;Futura Consultoria Ltda.;varejo;Módulo Horizonte Especial;221,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,9;0,48670872758724687;50,9;27,44;C - Nutrir / validar;28,0;55;OP-07602;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;141,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,46364196928888884;52,6;2730,04;C - Nutrir / validar;2883,53;5482;OP-00440;Em negociação;Mariana Lima;Débora Santos;Centro;;;Solução Atlas Plus Profissional;156,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,3488049393976436;62,0;1689,71;B - Trabalhar nesta semana;2103,66;3393;OP-02741;Em negociação;Ana Almeida;Débora Santos;Centro;Domínio Saúde Ltda.;varejo;Módulo Horizonte Avançado;151,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,8;0,3439472433282864;62,4;545,81;B - Trabalhar nesta semana;683,9;1096;OP-08036;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;Lótus Soluções Ltda.;varejo;Solução Atlas Plus Essencial;224,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,8;0,4755794289237911;51,6;545,81;C - Nutrir / validar;565,54;1096;OP-05663;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Essencial;155,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
