id_oportunidade;vendedor;produto;conta;etapa_negocio;data_engajamento;data_fechamento;valor_fechamento
OP-08745;William Silveira;Solução Atlas Essencial;Atena Participações Ltda.;Ganha;2017-06-28;2017-08-11;560
OP-06414;Amanda Azevedo;Solução Atlas Plus Profissional;Jardim Serviços Ltda.;Perdida;2017-06-28;2017-07-05;0
OP-08131;Fernanda Valente;Solução Atlas Plus Profissional;Nexa Telecom Ltda.;Perdida;2017-06-28;2017-08-24;0
OP-08365;Fernanda Valente;Solução Atlas Essencial;Quartzo Participações Ltda.;Ganha;2017-06-28;2017-09-30;530
OP-07693;Leonardo Henriques;Módulo Horizonte Avançado;;Em negociação;2017-06-28;;
OP-02500;Mariana Lima;Solução Atlas Essencial;Alvorada Digital Ltda.;Ganha;2017-06-28;2017-07-02;462
OP-01908;Nicolas Oliveira;Solução Atlas Plus Essencial;Orion Participações Ltda.;Ganha;2017-06-28;2017-09-07;1211
OP-02096;Nicolas Oliveira;Solução Atlas Profissional;Neblina Software Ltda.;Ganha;2017-06-28;2017-07-03;4264
OP-02707;Nicolas Oliveira;Módulo Horizonte Avançado;Solaris Comunicação Ltda.;Ganha;2017-06-28;2017-09-09;3104
OP-07187;Priscila Ramos;Módulo Horizonte Avançado;Catarina Soluções Ltda.;Em negociação;2017-06-28;;
OP-03165;Priscila Ramos;Módulo Horizonte Especial;Estrela Indústria Ltda.;Ganha;2017-06-28;2017-09-30;56
OP-00552;Ana Almeida;Solução Atlas Plus Essencial;Nexa Telecom Ltda.;Ganha;2017-06-29;2017-07-10;1047
OP-07801;Eduarda Nogueira;Módulo Horizonte Avançado;Riviera Financeira Ltda.;Perdida;2017-06-29;2017-07-08;0
OP-08633;Gabriela Teixeira;Solução Atlas Plus Essencial;;Em negociação;2017-06-29;;
OP-07102;Isabela Farias;Solução Atlas Profissional;Torre Digital Ltda.;Perdida;2017-06-29;2017-07-06;0
OP-03092;Isabela Farias;Solução Atlas Profissional;Habitat Consultoria Ltda.;Ganha;2017-06-29;2017-07-08;5321
OP-05863;Isabela Farias;Módulo Horizonte Especial;Galáxia Software Ltda.;Ganha;2017-06-29;2017-07-06;57
OP-08416;Natália Correia;Solução Atlas Plus Essencial;Tropical Saúde Ltda.;Ganha;2017-06-29;2017-07-08;950
OP-01777;Natália Correia;Módulo Horizonte Especial;Boreal Varejo Ltda.;Ganha;2017-06-29;2017-09-07;61
OP-03821;Natália Correia;Módulo Horizonte Especial;Júpiter Comercial Ltda.;Ganha;2017-06-29;2017-07-08;62
OP-01008;Otávio Pinto;Solução Atlas Plus Essencial;Quartzo Participações Ltda.;Ganha;2017-06-29;2017-07-07;1105
OP-08394;Sofia Ishikawa;Solução Atlas Plus Essencial;Litoral Indústria Ltda.;Ganha;2017-06-29;2017-09-02;835
OP-04780;Tiago Martins;Solução Atlas Plus Essencial;Krypton Saúde Ltda.;Ganha;2017-06-29;2017-08-28;1104
OP-06390;Tiago Martins;Módulo Horizonte Avançado;Tropical Saúde Ltda.;Ganha;2017-06-29;2017-09-12;3464
OP-03612;Vanessa Pereira;Solução Atlas Essencial;;Em negociação;2017-06-29;;
OP-02038;Vanessa Pereira;Solução Atlas Essencial;Raízes Varejo Ltda.;Perdida;2017-06-29;2017-07-06;0
OP-01062;William Silveira;Módulo Horizonte Especial;Opala Comercial Ltda.;Perdida;2017-06-29;2017-08-31;0
OP-03024;William Silveira;Módulo Horizonte Avançado;Urbana Telecom Ltda.;Perdida;2017-06-29;2017-07-06;0
OP-08328;Amanda Azevedo;Solução Atlas Profissional;;Em negociação;2017-06-29;;
OP-06627;Amanda Azevedo;Solução Atlas Essencial;Novaterra Telecom Ltda.;Perdida;2017-06-29;2017-07-10;0
OP-02193;Amanda Azevedo;Módulo Horizonte Especial;Safira Software Ltda.;Perdida;2017-06-29;2017-07-06;0
OP-07245;Amanda Azevedo;Módulo Horizonte Especial;Quasar Serviços Ltda.;Perdida;2017-06-29;2017-07-06;0
OP-02125;Débora Medeiros;Solução Atlas Profissional;Centauro Logística Ltda.;Perdida;2017-06-29;2017-07-10;0
OP-03960;Fernanda Valente;Módulo Horizonte Avançado;Mirante Consultoria Ltda.;Ganha;2017-06-29;2017-07-06;3676
OP-04936;Helena Menezes;Solução Atlas Profissional;Waypoint Software Ltda.;Perdida;2017-06-29;2017-07-08;0
OP-06391;Helena Menezes;Solução Atlas Essencial;Essência Tecnologia Ltda.;Ganha;2017-06-29;2017-08-09;568
OP-06607;Igor Barros;Solução Atlas Profissional;Imperial Financeira Ltda.;Ganha;2017-06-29;2017-07-09;4837
OP-03804;Juliana Esteves;Solução Atlas Profissional;Raízes Varejo Ltda.;Ganha;2017-06-29;2017-08-19;4936
OP-00443;Juliana Esteves;Módulo Horizonte Especial;Lótus Soluções Ltda.;Ganha;2017-06-29;2017-09-03;55
OP-01505;Mariana Lima;Solução Atlas Essencial;Waypoint Software Ltda.;Ganha;2017-06-29;2017-07-10;466
OP-07223;Nicolas Oliveira;Módulo Horizonte Avançado;;Em negociação;2017-06-29;;
OP-08564;Nicolas Oliveira;Módulo Horizonte Especial;Bravura Financeira Ltda.;Perdida;2017-06-29;2017-07-05;0
OP-08795;Nicolas Oliveira;Solução Atlas Profissional;Dínamo Digital Ltda.;Ganha;2017-06-29;2017-07-04;4856
OP-03723;Nicolas Oliveira;Módulo Horizonte Avançado;Granito Comunicação Ltda.;Ganha;2017-06-29;2017-07-08;3562
OP-02313;Priscila Ramos;Solução Atlas Profissional;Boreal Varejo Ltda.;Ganha;2017-06-29;2017-07-09;5159
OP-02794;Priscila Ramos;Módulo Horizonte Avançado;União Indústria Ltda.;Ganha;2017-06-29;2017-07-11;3172
OP-06277;Renato Vieira;Módulo Horizonte Avançado;União Indústria Ltda.;Ganha;2017-06-29;2017-09-10;3350
OP-05409;Tatiana Castro;Solução Atlas Essencial;Jardim Serviços Ltda.;Ganha;2017-06-29;2017-07-10;595
OP-02186;Ana Almeida;Solução Atlas Essencial;Nexa Telecom Ltda.;Ganha;2017-06-30;2017-09-27;560
OP-02866;Bruno Duarte;Solução Atlas Plus Essencial;;Em negociação;2017-06-30;;
OP-01651;Bruno Duarte;Solução Atlas Plus Essencial;Latitude Serviços Ltda.;Ganha;2017-06-30;2017-07-02;1167
OP-04104;Eduarda Nogueira;Solução Atlas Plus Profissional;Ônix Sistemas Ltda.;Perdida;2017-06-30;2017-07-10;0
OP-00712;Eduarda Nogueira;Módulo Horizonte Avançado;Atlas Digital Ltda.;Ganha;2017-06-30;2017-09-26;3280
OP-02220;Felipe Queiroz;Módulo Horizonte Avançado;Futura Consultoria Ltda.;Ganha;2017-06-30;2017-09-15;3427
OP-07307;Gabriela Teixeira;Solução Atlas Essencial;Paralela Logística Ltda.;Perdida;2017-06-30;2017-07-12;0
OP-05179;Henrique Borges;Solução Atlas Plus Essencial;Imperial Financeira Ltda.;Perdida;2017-06-30;2017-07-08;0
OP-03986;Henrique Borges;Solução Atlas Plus Essencial;Riviera Financeira Ltda.;Ganha;2017-06-30;2017-09-27;940
OP-07647;Isabela Farias;Solução Atlas Essencial;Habitat Consultoria Ltda.;Ganha;2017-06-30;2017-09-29;565
OP-00568;Isabela Farias;Solução Atlas Profissional;Íntegra Comercial Ltda.;Ganha;2017-06-30;2017-07-06;4749
OP-05018;Larissa Santos;Módulo Horizonte Especial;Xingu Comercial Ltda.;Ganha;2017-06-30;2017-07-09;51
OP-06385;Otávio Pinto;Módulo Horizonte Especial;Torre Digital Ltda.;Perdida;2017-06-30;2017-08-28;0
OP-00926;Rafael Ferreira;Solução Atlas Plus Essencial;;Em negociação;2017-06-30;;
OP-03993;Rafael Ferreira;Solução Atlas Profissional;Koral Logística Ltda.;Perdida;2017-06-30;2017-07-08;0
OP-01063;Sofia Ishikawa;Solução Atlas Essencial;Habitat Consultoria Ltda.;Perdida;2017-06-30;2017-07-07;0
OP-01938;Amanda Azevedo;Módulo Horizonte Especial;Nativa Varejo Ltda.;Perdida;2017-06-30;2017-07-01;0
OP-01073;Caio Dias;Módulo Horizonte Avançado;Waypoint Software Ltda.;Ganha;2017-06-30;2017-07-09;3699
OP-05630;Débora Medeiros;Solução Atlas Plus Profissional;Aliança Indústria Ltda.;Ganha;2017-06-30;2017-07-07;5909
OP-06472;Fernanda Valente;Solução Atlas Essencial;Safira Software Ltda.;Perdida;2017-06-30;2017-11-01;0
OP-06091;Helena Menezes;Solução Atlas Profissional;Alvorada Digital Ltda.;Perdida;2017-06-30;2017-07-01;0
OP-02153;Igor Barros;Solução Atlas Plus Profissional;Safira Software Ltda.;Perdida;2017-06-30;2017-07-07;0
OP-01348;Igor Barros;Solução Atlas Plus Profissional;Zênite Serviços Ltda.;Ganha;2017-06-30;2017-09-19;5927
OP-00094;Igor Barros;Módulo Horizonte Especial;Cobalto Financeira Ltda.;Ganha;2017-06-30;2017-09-18;60
OP-05838;Igor Barros;Módulo Horizonte Avançado;Norte Soluções Ltda.;Ganha;2017-06-30;2017-07-11;3351
OP-04279;Juliana Esteves;Módulo Horizonte Especial;Catarina Soluções Ltda.;Ganha;2017-06-30;2017-07-09;64
OP-00445;Leonardo Henriques;Módulo Horizonte Avançado;Prisma Soluções Ltda.;Perdida;2017-06-30;2017-07-02;0
OP-00253;Mariana Lima;Módulo Horizonte Especial;Rubi Comunicação Ltda.;Ganha;2017-06-30;2017-07-11;47
OP-08138;Mariana Lima;Módulo Horizonte Especial;Alvorada Digital Ltda.;Ganha;2017-06-30;2017-07-01;53
OP-05066;Nicolas Oliveira;Solução Atlas Essencial;Koral Logística Ltda.;Perdida;2017-06-30;2017-07-12;0
OP-04782;Priscila Ramos;Solução Atlas Essencial;Aurora Soluções Ltda.;Perdida;2017-06-30;2017-09-23;0
OP-04943;Bruno Duarte;Solução Atlas Plus Essencial;Urbana Telecom Ltda.;Em negociação;2017-07-01;;
OP-00866;Bruno Duarte;Solução Atlas Plus Essencial;Aurora Soluções Ltda.;Perdida;2017-07-01;2017-08-15;0
OP-01927;Felipe Queiroz;Solução Atlas Plus Profissional;Galáxia Software Ltda.;Ganha;2017-07-01;2017-07-11;4391
OP-03872;Gabriela Teixeira;Solução Atlas Plus Profissional;;Em negociação;2017-07-01;;
OP-00038;Gabriela Teixeira;Módulo Horizonte Avançado;;Em negociação;2017-07-01;;
OP-00622;Isabela Farias;Solução Atlas Plus Essencial;Torre Digital Ltda.;Ganha;2017-07-01;2017-07-11;1308
OP-02435;Isabela Farias;Solução Atlas Profissional;Jade Tecnologia Ltda.;Ganha;2017-07-01;2017-09-23;4888
OP-08784;João Moreira;Solução Atlas Essencial;Safira Software Ltda.;Ganha;2017-07-01;2017-09-25;535
OP-04533;Larissa Santos;Solução Atlas Plus Profissional;Centauro Logística Ltda.;Perdida;2017-07-01;2017-11-03;0
OP-03076;Natália Correia;Módulo Horizonte Especial;Atlas Digital Ltda.;Perdida;2017-07-01;2017-09-16;0
OP-01135;Otávio Pinto;Módulo Horizonte Avançado;Quartzo Participações Ltda.;Ganha;2017-07-01;2017-07-06;3252
OP-02686;Patrícia Campos;Solução Atlas Plus Essencial;;Em negociação;2017-07-01;;
OP-05390;Sofia Ishikawa;Solução Atlas Essencial;Novaterra Telecom Ltda.;Perdida;2017-07-01;2017-07-03;0
OP-05899;Sofia Ishikawa;Módulo Horizonte Especial;Diamante Financeira Ltda.;Perdida;2017-07-01;2017-08-27;0
OP-00617;Sofia Ishikawa;Solução Atlas Essencial;Opala Comercial Ltda.;Ganha;2017-07-01;2017-07-11;574
OP-05727;Sofia Ishikawa;Solução Atlas Plus Essencial;Pioneira Consultoria Ltda.;Ganha;2017-07-01;2017-08-11;1012
OP-07856;Vanessa Pereira;Solução Atlas Profissional;Centauro Logística Ltda.;Em negociação;2017-07-01;;
OP-05972;Vanessa Pereira;Solução Atlas Essencial;Centauro Logística Ltda.;Ganha;2017-07-01;2017-07-07;576
OP-00062;William Silveira;Módulo Horizonte Avançado;Quartzo Participações Ltda.;Perdida;2017-07-01;2017-07-03;0
OP-03034;Amanda Azevedo;Módulo Horizonte Especial;Raízes Varejo Ltda.;Perdida;2017-07-01;2017-07-03;0
OP-08555;Amanda Azevedo;Módulo Horizonte Avançado;Novaterra Telecom Ltda.;Perdida;2017-07-01;2017-07-08;0
OP-05440;Amanda Azevedo;Solução Atlas Essencial;Serrana Tecnologia Ltda.;Ganha;2017-07-01;2017-07-12;592
OP-07103;Amanda Azevedo;Solução Atlas Profissional;Nativa Varejo Ltda.;Ganha;2017-07-01;2017-07-09;4859
OP-07519;Amanda Azevedo;Módulo Horizonte Especial;Kairós Varejo Ltda.;Ganha;2017-07-01;2017-07-02;50
OP-05574;Amanda Azevedo;Módulo Horizonte Avançado;Valência Consultoria Ltda.;Ganha;2017-07-01;2017-09-30;3225
OP-04268;Caio Dias;Solução Atlas Plus Profissional;Sinapse Soluções Ltda.;Ganha;2017-07-01;2017-07-09;5422
OP-02180;Caio Dias;Módulo Horizonte Avançado;Mosaico Serviços Ltda.;Ganha;2017-07-01;2017-07-11;3657
OP-03781;Débora Medeiros;Solução Atlas Plus Essencial;Delta Sistemas Ltda.;Perdida;2017-07-01;2017-07-07;0
OP-05595;Débora Medeiros;Solução Atlas Plus Profissional;Jardim Serviços Ltda.;Ganha;2017-07-01;2017-07-10;4974
OP-02781;Débora Medeiros;Solução Atlas Profissional;Ypê Logística Ltda.;Ganha;2017-07-01;2017-08-07;4689
OP-06809;Helena Menezes;Solução Atlas Plus Essencial;Diamante Financeira Ltda.;Perdida;2017-07-01;2017-07-10;0
OP-07333;Helena Menezes;Módulo Horizonte Especial;Habitat Consultoria Ltda.;Ganha;2017-07-01;2017-07-12;50
OP-03796;Igor Barros;Solução Atlas Profissional;Boreal Varejo Ltda.;Perdida;2017-07-01;2017-07-03;0
OP-02730;Igor Barros;Solução Atlas Profissional;Tropical Saúde Ltda.;Ganha;2017-07-01;2017-08-23;4611
OP-02814;Leonardo Henriques;Módulo Horizonte Avançado;;Em negociação;2017-07-01;;
OP-00362;Mariana Lima;Módulo Horizonte Avançado;Sinapse Soluções Ltda.;Perdida;2017-07-01;2017-07-13;0
OP-04297;Nicolas Oliveira;Solução Atlas Essencial;;Em negociação;2017-07-01;;
OP-08540;Nicolas Oliveira;Solução Atlas Essencial;Tropical Saúde Ltda.;Ganha;2017-07-01;2017-07-11;571
OP-01618;Priscila Ramos;Módulo Horizonte Especial;Farol Saúde Ltda.;Perdida;2017-07-01;2017-07-03;0
OP-04643;Renato Vieira;Solução Atlas Plus Profissional;Atlas Digital Ltda.;Perdida;2017-07-01;2017-08-06;0
OP-00732;Ana Almeida;Solução Atlas Plus Essencial;Vértice Sistemas Ltda.;Perdida;2017-07-02;2017-07-10;0
OP-05861;Ana Almeida;Módulo Horizonte Avançado;Sinapse Soluções Ltda.;Perdida;2017-07-02;2017-07-13;0
OP-00009;Ana Almeida;Solução Atlas Plus Essencial;Torre Digital Ltda.;Ganha;2017-07-02;2017-07-09;1180
OP-08061;Bruno Duarte;Solução Atlas Profissional;;Em negociação;2017-07-02;;
OP-01427;Bruno Duarte;Solução Atlas Plus Profissional;Gênesis Indústria Ltda.;Perdida;2017-07-02;2017-09-17;0
OP-05422;Eduarda Nogueira;Solução Atlas Essencial;Lumina Comunicação Ltda.;Perdida;2017-07-02;2017-07-03;0
OP-06309;Eduarda Nogueira;Solução Atlas Plus Profissional;Montana Varejo Ltda.;Ganha;2017-07-02;2017-07-04;5274
OP-04523;Felipe Queiroz;Solução Atlas Essencial;Mirante Consultoria Ltda.;Ganha;2017-07-02;2017-07-04;480
OP-04301;Gabriela Teixeira;Solução Atlas Profissional;;Em negociação;2017-07-02;;
OP-01284;Gabriela Teixeira;Solução Atlas Profissional;Elo Telecom Ltda.;Ganha;2017-07-02;2017-07-08;4830
OP-08610;Henrique Borges;Solução Atlas Plus Essencial;Safira Software Ltda.;Em negociação;2017-07-02;;
OP-07009;Henrique Borges;Solução Atlas Plus Profissional;Cobalto Financeira Ltda.;Perdida;2017-07-02;2017-07-03;0
OP-02575;Isabela Farias;Solução Atlas Plus Profissional;Atena Participações Ltda.;Ganha;2017-07-02;2017-07-04;5333
OP-04373;Larissa Santos;Módulo Horizonte Especial;;Em negociação;2017-07-02;;
OP-06909;Larissa Santos;Módulo Horizonte Avançado;Safira Software Ltda.;Perdida;2017-07-02;2017-07-11;0
OP-02410;Otávio Pinto;Solução Atlas Plus Profissional;Sinapse Soluções Ltda.;Perdida;2017-07-02;2017-08-24;0
OP-05202;Otávio Pinto;Módulo Horizonte Avançado;Pioneira Consultoria Ltda.;Perdida;2017-07-02;2017-07-03;0
OP-00103;Rafael Ferreira;Solução Atlas Plus Profissional;Metrópole Digital Ltda.;Ganha;2017-07-02;2017-09-16;6192
OP-01057;Tiago Martins;Solução Atlas Profissional;;Em negociação;2017-07-02;;
OP-01737;Tiago Martins;Solução Atlas Essencial;Krypton Saúde Ltda.;Perdida;2017-07-02;2017-08-16;0
OP-03095;Tiago Martins;Solução Atlas Essencial;Granito Comunicação Ltda.;Ganha;2017-07-02;2017-08-11;490
OP-04359;Vanessa Pereira;Solução Atlas Plus Essencial;Atlas Digital Ltda.;Em negociação;2017-07-02;;
OP-07294;William Silveira;Solução Atlas Essencial;Litoral Indústria Ltda.;Perdida;2017-07-02;2017-07-04;0
OP-01303;Amanda Azevedo;Solução Atlas Essencial;Valência Consultoria Ltda.;Perdida;2017-07-02;2017-07-09;0
OP-01661;Helena Menezes;Solução Atlas Plus Essencial;Cristal Tecnologia Ltda.;Ganha;2017-07-02;2017-09-23;1157
OP-02771;Nicolas Oliveira;Módulo Horizonte Avançado;Delta Sistemas Ltda.;Perdida;2017-07-02;2017-08-31;0
OP-07105;Nicolas Oliveira;Módulo Horizonte Avançado;Ypê Logística Ltda.;Perdida;2017-07-02;2017-07-03;0
OP-06051;Priscila Ramos;Módulo Horizonte Especial;Latitude Serviços Ltda.;Ganha;2017-07-02;2017-07-13;55
OP-06697;Tatiana Castro;Módulo Horizonte Avançado;Zafira Comunicação Ltda.;Perdida;2017-07-02;2017-07-06;0
OP-02637;Tatiana Castro;Solução Atlas Profissional;Nativa Varejo Ltda.;Ganha;2017-07-02;2017-08-26;4655
OP-06304;Bruno Duarte;Solução Atlas Profissional;Zênite Serviços Ltda.;Ganha;2017-07-03;2017-08-26;5833
OP-02440;Felipe Queiroz;Módulo Horizonte Especial;Safira Software Ltda.;Ganha;2017-07-03;2017-09-23;47
OP-04823;Felipe Queiroz;Módulo Horizonte Especial;Habitat Consultoria Ltda.;Ganha;2017-07-03;2017-08-31;51
OP-02188;Isabela Farias;Solução Atlas Profissional;Pampas Comunicação Ltda.;Perdida;2017-07-03;2017-07-04;0
OP-05815;Isabela Farias;Módulo Horizonte Avançado;Helix Comercial Ltda.;Perdida;2017-07-03;2017-07-12;0
OP-04019;João Moreira;Solução Atlas Essencial;Ônix Sistemas Ltda.;Perdida;2017-07-03;2017-09-25;0
OP-04636;João Moreira;Solução Atlas Plus Profissional;Imperial Financeira Ltda.;Perdida;2017-07-03;2017-09-10;0
OP-02620;João Moreira;Solução Atlas Essencial;Tropical Saúde Ltda.;Ganha;2017-07-03;2017-07-12;540
OP-08553;João Moreira;Solução Atlas Plus Profissional;Valência Consultoria Ltda.;Ganha;2017-07-03;2017-07-04;4915
OP-04152;Rafael Ferreira;Solução Atlas Plus Profissional;Krypton Saúde Ltda.;Perdida;2017-07-03;2017-07-04;0
OP-04060;Rafael Ferreira;Solução Atlas Plus Profissional;Quasar Serviços Ltda.;Perdida;2017-07-03;2017-07-05;0
OP-06989;Rafael Ferreira;Solução Atlas Plus Profissional;Zafira Comunicação Ltda.;Perdida;2017-07-03;2017-07-10;0
OP-05470;Rafael Ferreira;Solução Atlas Plus Profissional;Ypê Logística Ltda.;Ganha;2017-07-03;2017-09-27;6693
OP-04253;Sofia Ishikawa;Módulo Horizonte Avançado;Novaterra Telecom Ltda.;Ganha;2017-07-03;2017-07-05;3101
OP-02058;Tiago Martins;Solução Atlas Plus Essencial;Koral Logística Ltda.;Perdida;2017-07-03;2017-08-15;0
OP-06731;Tiago Martins;Módulo Horizonte Especial;Metrópole Digital Ltda.;Ganha;2017-07-03;2017-09-02;56
OP-00756;Vanessa Pereira;Solução Atlas Essencial;;Em negociação;2017-07-03;;
OP-07325;Vanessa Pereira;Solução Atlas Plus Essencial;Aliança Indústria Ltda.;Ganha;2017-07-03;2017-07-12;935
OP-00383;Vanessa Pereira;Solução Atlas Plus Essencial;Quasar Serviços Ltda.;Ganha;2017-07-03;2017-07-13;1133
OP-05627;Vanessa Pereira;Solução Atlas Profissional;Koral Logística Ltda.;Ganha;2017-07-03;2017-08-12;4904
OP-03257;William Silveira;Módulo Horizonte Avançado;Vértice Sistemas Ltda.;Ganha;2017-07-03;2017-09-23;2857
OP-04212;William Silveira;Módulo Horizonte Avançado;Alvorada Digital Ltda.;Ganha;2017-07-03;2017-09-02;3118
OP-03996;Caio Dias;Solução Atlas Plus Essencial;Cristal Tecnologia Ltda.;Ganha;2017-07-03;2017-07-11;1204
OP-00421;Débora Medeiros;Módulo Horizonte Avançado;Koral Logística Ltda.;Perdida;2017-07-03;2017-07-09;0
OP-08110;Fernanda Valente;Solução Atlas Essencial;Íntegra Comercial Ltda.;Ganha;2017-07-03;2017-09-06;376
OP-08065;Mariana Lima;Solução Atlas Essencial;Diamante Financeira Ltda.;Ganha;2017-07-03;2017-11-02;511
OP-07958;Nicolas Oliveira;Solução Atlas Essencial;Ypê Logística Ltda.;Ganha;2017-07-03;2017-07-14;491
OP-01327;Priscila Ramos;Módulo Horizonte Especial;Terranova Telecom Ltda.;Perdida;2017-07-03;2017-07-16;0
OP-07800;Renato Vieira;Módulo Horizonte Avançado;Atlas Digital Ltda.;Perdida;2017-07-03;2017-07-12;0
OP-00791;Renato Vieira;Módulo Horizonte Avançado;Prisma Soluções Ltda.;Ganha;2017-07-03;2017-09-07;3101
OP-08791;Tatiana Castro;Módulo Horizonte Especial;Koral Logística Ltda.;Perdida;2017-07-03;2017-08-22;0
OP-03925;Ana Almeida;Solução Atlas Plus Profissional;Horizonte Saúde Ltda.;Perdida;2017-07-04;2017-07-14;0
OP-00522;Ana Almeida;Módulo Horizonte Especial;Alvorada Digital Ltda.;Ganha;2017-07-04;2017-07-06;56
OP-01028;Eduarda Nogueira;Solução Atlas Plus Profissional;Opala Comercial Ltda.;Em negociação;2017-07-04;;
OP-00737;Eduarda Nogueira;Solução Atlas Essencial;Fênix Sistemas Ltda.;Perdida;2017-07-04;2017-09-11;0
OP-02601;Isabela Farias;Solução Atlas Plus Essencial;Pampas Comunicação Ltda.;Perdida;2017-07-04;2017-07-12;0
OP-02712;Isabela Farias;Solução Atlas Plus Essencial;Litoral Indústria Ltda.;Ganha;2017-07-04;2017-09-05;1300
OP-03066;Isabela Farias;Solução Atlas Profissional;Mirante Consultoria Ltda.;Ganha;2017-07-04;2017-07-05;4544
OP-07772;João Moreira;Solução Atlas Essencial;Boreal Varejo Ltda.;Perdida;2017-07-04;2017-07-05;0
OP-00361;João Moreira;Solução Atlas Essencial;Imperial Financeira Ltda.;Perdida;2017-07-04;2017-09-26;0
OP-07375;João Moreira;Solução Atlas Essencial;Atlas Digital Ltda.;Ganha;2017-07-04;2017-09-23;531
OP-01137;João Moreira;Solução Atlas Profissional;Serena Tecnologia Ltda.;Ganha;2017-07-04;2017-07-13;4669
OP-01383;Otávio Pinto;Módulo Horizonte Especial;Pampas Comunicação Ltda.;Perdida;2017-07-04;2017-11-03;0
OP-06659;Tiago Martins;Solução Atlas Profissional;Jardim Serviços Ltda.;Perdida;2017-07-04;2017-07-06;0
OP-07900;Vanessa Pereira;Módulo Horizonte Avançado;;Em negociação;2017-07-04;;
OP-08161;Vanessa Pereira;Solução Atlas Essencial;Centauro Logística Ltda.;Perdida;2017-07-04;2017-07-11;0
OP-06475;Vanessa Pereira;Solução Atlas Plus Essencial;Kairós Varejo Ltda.;Perdida;2017-07-04;2017-07-10;0
OP-06974;Amanda Azevedo;Solução Atlas Essencial;Granito Comunicação Ltda.;Perdida;2017-07-04;2017-09-19;0
OP-07524;Débora Medeiros;Módulo Horizonte Especial;;Em negociação;2017-07-04;;
OP-06515;Fernanda Valente;Módulo Horizonte Especial;Novaterra Telecom Ltda.;Perdida;2017-07-04;2017-07-11;0
OP-08217;Fernanda Valente;Solução Atlas Essencial;Mosaico Serviços Ltda.;Ganha;2017-07-04;2017-09-25;475
OP-01875;Fernanda Valente;Solução Atlas Plus Essencial;Litoral Indústria Ltda.;Ganha;2017-07-04;2017-07-05;1102
OP-00233;Fernanda Valente;Módulo Horizonte Especial;Quantum Sistemas Ltda.;Ganha;2017-07-04;2017-07-09;55
OP-03213;Helena Menezes;Solução Atlas Essencial;Essência Tecnologia Ltda.;Perdida;2017-07-04;2017-07-15;0
OP-08184;Mariana Lima;Módulo Horizonte Especial;Opala Comercial Ltda.;Perdida;2017-07-04;2017-07-06;0
OP-08517;Mariana Lima;Módulo Horizonte Especial;Horizonte Saúde Ltda.;Ganha;2017-07-04;2017-07-05;63
OP-05134;Nicolas Oliveira;Módulo Horizonte Avançado;Tropical Saúde Ltda.;Perdida;2017-07-04;2017-07-12;0
OP-04597;Nicolas Oliveira;Solução Atlas Plus Profissional;Harmonia Participações Ltda.;Ganha;2017-07-04;2017-07-14;5971
OP-07916;Renato Vieira;Solução Atlas Plus Profissional;Domínio Saúde Ltda.;Ganha;2017-07-04;2017-08-27;5710
OP-02246;Tatiana Castro;Solução Atlas Profissional;Krypton Saúde Ltda.;Perdida;2017-07-04;2017-07-09;0
OP-04734;Tatiana Castro;Módulo Horizonte Especial;Granito Comunicação Ltda.;Ganha;2017-07-04;2017-09-21;52
OP-01373;Ana Almeida;Solução Atlas Essencial;Mosaico Serviços Ltda.;Ganha;2017-07-05;2017-08-28;522
OP-02728;Eduarda Nogueira;Solução Atlas Essencial;;Em negociação;2017-07-05;;
OP-07901;Eduarda Nogueira;Solução Atlas Plus Essencial;Riviera Financeira Ltda.;Perdida;2017-07-05;2017-07-12;0
OP-01334;Eduarda Nogueira;Solução Atlas Plus Profissional;Montana Varejo Ltda.;Perdida;2017-07-05;2017-07-13;0
OP-05071;Eduarda Nogueira;Solução Atlas Plus Essencial;Atlas Digital Ltda.;Ganha;2017-07-05;2017-07-14;1109
OP-06996;Eduarda Nogueira;Módulo Horizonte Avançado;Cerrado Participações Ltda.;Ganha;2017-07-05;2017-07-06;3508
OP-00606;Gabriela Teixeira;Solução Atlas Plus Profissional;Cobalto Financeira Ltda.;Perdida;2017-07-05;2017-07-14;0
OP-06487;Henrique Borges;Solução Atlas Plus Essencial;Imperial Financeira Ltda.;Perdida;2017-07-05;2017-07-16;0
OP-04752;Isabela Farias;Solução Atlas Profissional;Novaterra Telecom Ltda.;Ganha;2017-07-05;2017-08-29;4346
OP-07137;João Moreira;Solução Atlas Essencial;União Indústria Ltda.;Perdida;2017-07-05;2017-07-06;0
OP-07809;João Moreira;Solução Atlas Profissional;Júpiter Comercial Ltda.;Perdida;2017-07-05;2017-07-09;0
OP-00083;João Moreira;Solução Atlas Profissional;Farol Saúde Ltda.;Ganha;2017-07-05;2017-08-10;4565
OP-07881;Natália Correia;Solução Atlas Plus Essencial;Gênesis Indústria Ltda.;Ganha;2017-07-05;2017-09-29;1319
OP-04802;Rafael Ferreira;Solução Atlas Profissional;Novaterra Telecom Ltda.;Ganha;2017-07-05;2017-07-06;5157
OP-07973;Sofia Ishikawa;Módulo Horizonte Avançado;Alvorada Digital Ltda.;Perdida;2017-07-05;2017-07-06;0
OP-04199;Sofia Ishikawa;Solução Atlas Profissional;Galáxia Software Ltda.;Ganha;2017-07-05;2017-07-17;4213
